时间,设备名称,片上时间(),加速度X(g),加速度Y(g),加速度Z(g),角速度X(°/s),角速度Y(°/s),角速度Z(°/s),角度X(°),角度Y(°),角度Z(°),磁场X(ʯt),磁场Y(ʯt),磁场Z(ʯt),温度(℃),气压(Pa),高度(m),经度(),纬度(),GPS地速(km),GPS航向(°),GPS高度(m),卫星数量(),位置定位精度(),水平定位精度(),垂直定位精度()
 21:12:38.382,COM9,, 0.026, -0.089, -0.971, 0.061, -0.183, 0.000, 0.044, -0.038, -0.099, -341.922, -43.610, 36.848, 33.40,,,,,,,,,,,,
 21:12:38.392,COM9,, 0.022, -0.087, -0.968, 0.000, -0.305, 0.000, 0.044, -0.038, -0.099, -342.412, -40.670, 36.554, 33.43,,,,,,,,,,,,
 21:12:38.402,COM9,, 0.024, -0.086, -0.968, 0.122, -0.244, 0.061, 0.044, -0.044, -0.093, -347.312, -39.494, 41.160, 33.40,,,,,,,,,,,,
 21:12:38.412,COM9,, 0.027, -0.088, -0.969, 0.000, -0.305, 0.000, 0.044, -0.044, -0.088, -345.156, -42.532, 44.786, 33.37,,,,,,,,,,,,
 21:12:38.422,COM9,, 0.020, -0.087, -0.967, 0.000, -0.061, 0.000, 0.044, -0.044, -0.093, -337.610, -43.806, 34.986, 33.42,,,,,,,,,,,,
 21:12:38.432,COM9,, 0.021, -0.086, -0.969, 0.061, 0.000, 0.000, 0.044, -0.044, -0.088, -341.138, -35.966, 33.810, 33.48,,,,,,,,,,,,
 21:12:38.443,COM9,, 0.027, -0.087, -0.969, 0.000, -0.122, 0.000, 0.044, -0.044, -0.071, -339.962, -32.242, 36.750, 33.43,,,,,,,,,,,,
 21:12:38.452,COM9,, 0.023, -0.086, -0.966, 0.000, 0.000, 0.000, 0.038, -0.038, -0.049, -341.922, -33.026, 38.122, 33.42,,,,,,,,,,,,
 21:12:38.462,COM9,, 0.023, -0.088, -0.969, 0.122, 0.000, 0.000, 0.044, -0.038, -0.038, -346.136, -36.554, 45.178, 33.43,,,,,,,,,,,,
 21:12:38.472,COM9,, 0.026, -0.088, -0.969, 0.000, 0.183, 0.000, 0.044, -0.033, -0.033, -344.078, -39.396, 45.080, 33.39,,,,,,,,,,,,
 21:12:38.482,COM9,, 0.023, -0.087, -0.969, 0.000, 0.122, 0.000, 0.044, -0.033, -0.027, -343.294, -39.984, 48.216, 33.36,,,,,,,,,,,,
 21:12:38.492,COM9,, 0.024, -0.086, -0.967, 0.000, -0.061, 0.000, 0.044, -0.027, -0.027, -343.784, -39.690, 55.272, 33.38,,,,,,,,,,,,
 21:12:38.502,COM9,, 0.024, -0.087, -0.968, 0.061, -0.244, 0.122, 0.044, -0.033, -0.027, -345.058, -42.434, 51.156, 33.42,,,,,,,,,,,,
 21:12:38.512,COM9,, 0.024, -0.089, -0.969, 0.122, -0.488, 0.061, 0.044, -0.033, -0.027, -343.588, -40.180, 50.176, 33.40,,,,,,,,,,,,
 21:12:38.522,COM9,, 0.023, -0.087, -0.967, 0.061, -0.366, 0.122, 0.044, -0.038, -0.022, -345.058, -37.044, 50.568, 33.39,,,,,,,,,,,,
 21:12:38.532,COM9,, 0.023, -0.086, -0.968, 0.000, -0.183, 0.061, 0.044, -0.038, -0.011, -343.588, -36.848, 51.254, 33.38,,,,,,,,,,,,
 21:12:38.542,COM9,, 0.027, -0.089, -0.969, 0.000, -0.366, 0.000, 0.044, -0.038, -0.011, -342.412, -42.042, 49.980, 33.38,,,,,,,,,,,,
 21:12:38.552,COM9,, 0.022, -0.085, -0.967, 0.000, -0.305, 0.000, 0.044, -0.038, -0.016, -341.432, -46.158, 45.080, 33.38,,,,,,,,,,,,
 21:12:38.562,COM9,, 0.022, -0.087, -0.969, 0.061, -0.244, 0.000, 0.044, -0.044, -0.033, -337.316, -47.726, 39.200, 33.38,,,,,,,,,,,,
 21:12:38.572,COM9,, 0.028, -0.088, -0.971, 0.000, -0.122, 0.000, 0.044, -0.044, -0.038, -341.530, -42.826, 42.532, 33.38,,,,,,,,,,,,
 21:12:38.582,COM9,, 0.022, -0.085, -0.966, 0.000, 0.000, -0.122, 0.044, -0.044, -0.044, -346.332, -43.414, 51.940, 33.38,,,,,,,,,,,,
 21:12:38.592,COM9,, 0.025, -0.087, -0.967, 0.000, 0.061, 0.000, 0.044, -0.044, -0.049, -344.960, -44.688, 55.370, 33.40,,,,,,,,,,,,
 21:12:38.602,COM9,, 0.027, -0.089, -0.970, 0.000, 0.183, 0.000, 0.044, -0.038, -0.060, -340.844, -46.158, 48.314, 33.41,,,,,,,,,,,,
 21:12:38.612,COM9,, 0.021, -0.088, -0.969, 0.000, 0.122, -0.061, 0.044, -0.033, -0.066, -339.570, -43.218, 43.610, 33.45,,,,,,,,,,,,
 21:12:38.622,COM9,, 0.024, -0.086, -0.969, 0.000, 0.000, 0.000, 0.044, -0.033, -0.066, -335.356, -37.730, 44.394, 33.47,,,,,,,,,,,,
 21:12:38.632,COM9,, 0.024, -0.085, -0.968, 0.000, 0.000, 0.000, 0.044, -0.033, -0.055, -341.530, -36.260, 45.570, 33.44,,,,,,,,,,,,
 21:12:38.642,COM9,, 0.021, -0.088, -0.969, -0.061, 0.000, -0.122, 0.044, -0.033, -0.055, -345.156, -40.376, 45.570, 33.42,,,,,,,,,,,,
 21:12:38.652,COM9,, 0.023, -0.086, -0.966, -0.122, 0.000, -0.061, 0.044, -0.033, -0.049, -341.922, -39.690, 47.236, 33.37,,,,,,,,,,,,
 21:12:38.662,COM9,, 0.023, -0.086, -0.967, -0.061, -0.061, -0.061, 0.038, -0.033, -0.049, -342.608, -41.258, 49.784, 33.42,,,,,,,,,,,,
 21:12:38.672,COM9,, 0.026, -0.087, -0.968, -0.122, -0.244, -0.122, 0.038, -0.033, -0.055, -343.392, -45.178, 53.018, 33.38,,,,,,,,,,,,
 21:12:38.682,COM9,, 0.023, -0.085, -0.967, -0.122, -0.305, -0.061, 0.038, -0.038, -0.066, -341.530, -46.746, 51.940, 33.42,,,,,,,,,,,,
 21:12:38.692,COM9,, 0.022, -0.089, -0.969, -0.061, -0.244, 0.000, 0.038, -0.038, -0.077, -338.492, -44.296, 48.216, 33.38,,,,,,,,,,,,
 21:12:38.702,COM9,, 0.029, -0.089, -0.970, -0.061, -0.244, 0.000, 0.038, -0.038, -0.077, -345.254, -37.828, 48.608, 33.42,,,,,,,,,,,,
 21:12:38.712,COM9,, 0.021, -0.086, -0.966, -0.061, -0.244, 0.000, 0.038, -0.038, -0.071, -347.606, -36.358, 55.370, 33.42,,,,,,,,,,,,
 21:12:38.722,COM9,, 0.023, -0.086, -0.968, -0.061, -0.183, -0.061, 0.033, -0.038, -0.066, -345.646, -40.180, 47.824, 33.45,,,,,,,,,,,,
 21:12:38.732,COM9,, 0.028, -0.088, -0.971, -0.122, -0.183, 0.000, 0.033, -0.038, -0.060, -345.156, -42.238, 36.946, 33.37,,,,,,,,,,,,
 21:12:38.742,COM9,, 0.020, -0.087, -0.969, -0.122, -0.122, -0.183, 0.033, -0.038, -0.066, -339.668, -44.884, 31.066, 33.46,,,,,,,,,,,,
 21:12:38.751,COM9,, 0.025, -0.086, -0.968, -0.122, -0.122, 0.000, 0.033, -0.038, -0.071, -335.062, -42.238, 32.144, 33.44,,,,,,,,,,,,
 21:12:38.761,COM9,, 0.029, -0.087, -0.967, -0.183, -0.244, 0.000, 0.027, -0.044, -0.071, -343.490, -40.376, 42.140, 33.43,,,,,,,,,,,,
 21:12:38.771,COM9,, 0.021, -0.087, -0.970, -0.244, -0.244, -0.122, 0.027, -0.038, -0.071, -346.332, -45.178, 47.530, 33.40,,,,,,,,,,,,
 21:12:38.781,COM9,, 0.025, -0.087, -0.969, -0.183, -0.183, 0.000, 0.027, -0.044, -0.077, -340.256, -43.218, 41.454, 33.40,,,,,,,,,,,,
 21:12:38.792,COM9,, 0.026, -0.088, -0.970, -0.183, -0.183, -0.061, 0.022, -0.044, -0.077, -343.000, -38.318, 41.650, 33.42,,,,,,,,,,,,
 21:12:38.801,COM9,, 0.022, -0.088, -0.968, -0.183, -0.305, -0.122, 0.022, -0.044, -0.071, -338.002, -38.024, 39.690, 33.44,,,,,,,,,,,,
 21:12:38.812,COM9,, 0.024, -0.086, -0.966, -0.061, -0.305, 0.000, 0.022, -0.044, -0.060, -338.100, -36.456, 39.298, 33.39,,,,,,,,,,,,
 21:12:38.822,COM9,, 0.022, -0.088, -0.970, -0.061, -0.366, 0.000, 0.022, -0.044, -0.055, -343.882, -38.024, 42.826, 33.41,,,,,,,,,,,,
 21:12:38.832,COM9,, 0.023, -0.087, -0.970, -0.122, -0.183, 0.000, 0.022, -0.044, -0.044, -343.000, -37.730, 39.004, 33.42,,,,,,,,,,,,
 21:12:38.842,COM9,, 0.023, -0.085, -0.968, -0.061, 0.000, 0.000, 0.016, -0.044, -0.033, -342.510, -35.182, 43.022, 33.46,,,,,,,,,,,,
 21:12:38.852,COM9,, 0.025, -0.088, -0.968, 0.000, 0.061, -0.061, 0.016, -0.044, -0.027, -343.294, -39.004, 46.550, 33.42,,,,,,,,,,,,
 21:12:38.861,COM9,, 0.027, -0.087, -0.968, 0.000, 0.305, -0.061, 0.016, -0.038, -0.027, -341.432, -43.708, 42.630, 33.42,,,,,,,,,,,,
 21:12:38.872,COM9,, 0.021, -0.086, -0.967, 0.000, 0.305, -0.122, 0.016, -0.033, -0.038, -337.904, -44.100, 47.040, 33.39,,,,,,,,,,,,
 21:12:38.882,COM9,, 0.024, -0.086, -0.968, 0.000, 0.427, -0.061, 0.016, -0.027, -0.044, -340.746, -41.454, 50.470, 33.42,,,,,,,,,,,,
 21:12:38.891,COM9,, 0.027, -0.086, -0.969, 0.000, 0.305, -0.122, 0.016, -0.027, -0.044, -343.098, -38.416, 58.212, 33.39,,,,,,,,,,,,
 21:12:38.902,COM9,, 0.022, -0.086, -0.967, 0.000, 0.183, -0.183, 0.016, -0.022, -0.044, -346.038, -41.258, 58.114, 33.42,,,,,,,,,,,,
 21:12:38.912,COM9,, 0.024, -0.086, -0.967, 0.000, 0.305, -0.061, 0.016, -0.016, -0.044, -346.038, -42.238, 45.178, 33.45,,,,,,,,,,,,
 21:12:38.921,COM9,, 0.026, -0.088, -0.971, 0.061, 0.061, 0.000, 0.016, -0.016, -0.044, -340.060, -41.160, 36.652, 33.46,,,,,,,,,,,,
 21:12:38.932,COM9,, 0.021, -0.087, -0.967, 0.000, -0.061, 0.000, 0.016, -0.011, -0.044, -340.158, -40.376, 36.456, 33.39,,,,,,,,,,,,
 21:12:38.941,COM9,, 0.024, -0.085, -0.967, 0.061, 0.000, 0.122, 0.016, -0.016, -0.044, -340.060, -43.022, 45.080, 33.41,,,,,,,,,,,,
 21:12:38.951,COM9,, 0.027, -0.087, -0.969, 0.061, -0.366, 0.000, 0.016, -0.016, -0.049, -339.962, -46.942, 50.862, 33.46,,,,,,,,,,,,
 21:12:38.961,COM9,, 0.021, -0.088, -0.968, 0.000, -0.488, 0.122, 0.022, -0.022, -0.066, -341.236, -51.450, 44.786, 33.41,,,,,,,,,,,,
 21:12:38.971,COM9,, 0.023, -0.087, -0.968, 0.122, -0.305, 0.305, 0.022, -0.027, -0.082, -341.236, -47.922, 42.140, 33.42,,,,,,,,,,,,
 21:12:38.981,COM9,, 0.029, -0.086, -0.970, 0.000, -0.610, 0.244, 0.022, -0.033, -0.088, -337.218, -44.394, 44.590, 33.44,,,,,,,,,,,,
 21:12:38.991,COM9,, 0.023, -0.086, -0.968, 0.000, -0.671, 0.183, 0.022, -0.033, -0.093, -341.824, -44.198, 46.452, 33.39,,,,,,,,,,,,
 21:12:39.001,COM9,, 0.023, -0.087, -0.969, 0.061, -0.366, 0.061, 0.022, -0.038, -0.099, -342.804, -46.648, 51.156, 33.49,,,,,,,,,,,,
 21:12:39.011,COM9,, 0.026, -0.088, -0.970, 0.061, -0.305, 0.000, 0.022, -0.044, -0.110, -338.100, -44.590, 46.452, 33.41,,,,,,,,,,,,
 21:12:39.021,COM9,, 0.021, -0.086, -0.969, 0.122, 0.183, 0.000, 0.022, -0.038, -0.110, -342.412, -40.474, 44.100, 33.38,,,,,,,,,,,,
 21:12:39.031,COM9,, 0.024, -0.085, -0.967, 0.000, 0.488, 0.000, 0.022, -0.033, -0.104, -341.628, -38.514, 46.844, 33.39,,,,,,,,,,,,
 21:12:39.041,COM9,, 0.023, -0.086, -0.968, 0.000, 0.122, 0.000, 0.022, -0.033, -0.104, -340.648, -41.748, 45.080, 33.42,,,,,,,,,,,,
 21:12:39.051,COM9,, 0.022, -0.090, -0.970, 0.061, 0.000, 0.000, 0.022, -0.033, -0.110, -343.000, -45.766, 45.864, 33.39,,,,,,,,,,,,
 21:12:39.061,COM9,, 0.025, -0.087, -0.968, 0.061, -0.427, 0.244, 0.027, -0.033, -0.115, -342.608, -45.178, 50.568, 33.39,,,,,,,,,,,,
 21:12:39.070,COM9,, 0.024, -0.087, -0.969, 0.000, -0.366, 0.305, 0.027, -0.038, -0.121, -341.138, -44.492, 55.664, 33.48,,,,,,,,,,,,
 21:12:39.081,COM9,, 0.027, -0.087, -0.970, -0.061, -0.183, 0.061, 0.027, -0.038, -0.126, -344.764, -44.590, 58.212, 33.35,,,,,,,,,,,,
 21:12:39.090,COM9,, 0.023, -0.086, -0.966, -0.061, -0.854, 0.183, 0.022, -0.044, -0.132, -346.724, -44.198, 52.724, 33.35,,,,,,,,,,,,
 21:12:39.101,COM9,, 0.021, -0.087, -0.970, 0.000, -0.854, 0.061, 0.022, -0.049, -0.132, -340.354, -41.552, 44.590, 33.38,,,,,,,,,,,,
 21:12:39.111,COM9,, 0.030, -0.087, -0.970, -0.183, -0.854, -0.122, 0.022, -0.060, -0.126, -343.196, -36.162, 41.944, 33.42,,,,,,,,,,,,
 21:12:39.121,COM9,, 0.022, -0.085, -0.967, -0.061, -0.854, -0.183, 0.022, -0.066, -0.115, -343.392, -38.024, 49.490, 33.39,,,,,,,,,,,,
 21:12:39.131,COM9,, 0.023, -0.087, -0.969, -0.183, 0.000, -0.244, 0.016, -0.066, -0.121, -339.374, -44.982, 46.942, 33.40,,,,,,,,,,,,
 21:12:39.140,COM9,, 0.028, -0.086, -0.970, -0.305, 0.671, -0.305, 0.016, -0.060, -0.132, -340.452, -46.746, 42.434, 33.39,,,,,,,,,,,,
 21:12:39.150,COM9,, 0.019, -0.086, -0.968, -0.183, 0.610, -0.244, 0.011, -0.049, -0.148, -341.040, -48.412, 38.514, 33.35,,,,,,,,,,,,
 21:12:39.161,COM9,, 0.026, -0.087, -0.968, 0.000, 0.488, 0.000, 0.011, -0.049, -0.154, -341.236, -43.806, 39.788, 33.40,,,,,,,,,,,,
 21:12:39.170,COM9,, 0.028, -0.085, -0.968, 0.000, 0.183, 0.000, 0.011, -0.044, -0.154, -346.038, -41.846, 49.784, 33.45,,,,,,,,,,,,
 21:12:39.180,COM9,, 0.021, -0.087, -0.969, 0.000, 0.000, -0.122, 0.011, -0.038, -0.159, -345.842, -46.746, 52.528, 33.41,,,,,,,,,,,,
 21:12:39.190,COM9,, 0.027, -0.087, -0.968, -0.061, 0.122, 0.000, 0.011, -0.038, -0.170, -339.276, -46.746, 44.982, 33.41,,,,,,,,,,,,
 21:12:39.200,COM9,, 0.026, -0.086, -0.971, -0.122, 0.061, -0.061, 0.011, -0.038, -0.176, -339.864, -40.964, 44.590, 33.42,,,,,,,,,,,,
 21:12:39.211,COM9,, 0.024, -0.086, -0.970, -0.183, 0.122, -0.183, 0.011, -0.033, -0.176, -337.610, -38.220, 42.728, 33.45,,,,,,,,,,,,
 21:12:39.221,COM9,, 0.023, -0.084, -0.965, -0.122, 0.000, -0.244, 0.005, -0.027, -0.165, -343.196, -36.064, 46.060, 33.43,,,,,,,,,,,,
 21:12:39.230,COM9,, 0.021, -0.087, -0.968, -0.122, -0.122, -0.366, 0.005, -0.027, -0.165, -346.234, -41.356, 53.018, 33.42,,,,,,,,,,,,
 21:12:39.240,COM9,, 0.025, -0.089, -0.968, -0.122, 0.122, -0.305, 0.005, -0.027, -0.170, -340.746, -44.198, 47.040, 33.37,,,,,,,,,,,,
 21:12:39.250,COM9,, 0.022, -0.086, -0.967, -0.122, 0.183, -0.183, 0.005, -0.027, -0.176, -342.510, -42.434, 51.058, 33.40,,,,,,,,,,,,
 21:12:39.261,COM9,, 0.024, -0.087, -0.968, -0.122, 0.061, 0.000, 0.000, -0.027, -0.176, -340.060, -43.610, 54.390, 33.43,,,,,,,,,,,,
 21:12:39.271,COM9,, 0.029, -0.087, -0.970, -0.061, -0.183, 0.061, 0.000, -0.027, -0.181, -339.178, -43.316, 52.430, 33.46,,,,,,,,,,,,
 21:12:39.280,COM9,, 0.020, -0.086, -0.970, 0.000, -0.610, 0.122, 0.000, -0.027, -0.187, -343.980, -43.022, 55.076, 33.46,,,,,,,,,,,,
 21:12:39.290,COM9,, 0.025, -0.086, -0.969, 0.061, -0.671, 0.305, 0.000, -0.038, -0.181, -343.980, -39.788, 50.666, 33.42,,,,,,,,,,,,
 21:12:39.301,COM9,, 0.028, -0.086, -0.969, 0.122, -0.488, 0.183, 0.000, -0.038, -0.170, -342.118, -35.966, 48.314, 33.46,,,,,,,,,,,,
 21:12:39.310,COM9,, 0.021, -0.086, -0.966, 0.000, -0.244, 0.000, 0.000, -0.038, -0.165, -343.784, -39.494, 46.648, 33.45,,,,,,,,,,,,
 21:12:39.320,COM9,, 0.025, -0.086, -0.966, -0.061, 0.122, 0.000, 0.000, -0.038, -0.165, -339.276, -44.884, 36.652, 33.43,,,,,,,,,,,,
 21:12:39.330,COM9,, 0.026, -0.088, -0.971, 0.000, 0.183, -0.122, 0.000, -0.033, -0.170, -332.612, -44.296, 36.162, 33.36,,,,,,,,,,,,
 21:12:39.340,COM9,, 0.023, -0.086, -0.970, -0.061, 0.061, -0.122, 0.000, -0.033, -0.176, -339.276, -43.512, 38.710, 33.37,,,,,,,,,,,,
 21:12:39.350,COM9,, 0.025, -0.085, -0.967, 0.000, 0.000, 0.000, 0.000, -0.033, -0.176, -341.138, -42.238, 47.726, 33.42,,,,,,,,,,,,
 21:12:39.360,COM9,, 0.026, -0.087, -0.969, 0.061, -0.061, 0.000, 0.000, -0.027, -0.181, -341.236, -44.100, 50.862, 33.42,,,,,,,,,,,,
 21:12:39.370,COM9,, 0.023, -0.085, -0.968, 0.000, -0.183, 0.122, 0.000, -0.027, -0.187, -343.000, -45.276, 42.630, 33.42,,,,,,,,,,,,
 21:12:39.380,COM9,, 0.023, -0.087, -0.969, 0.183, -0.427, 0.244, 0.005, -0.033, -0.187, -337.512, -42.238, 36.652, 33.42,,,,,,,,,,,,
 21:12:39.390,COM9,, 0.026, -0.086, -0.970, 0.122, -0.610, 0.366, 0.005, -0.038, -0.176, -338.492, -35.770, 38.612, 33.42,,,,,,,,,,,,
 21:12:39.400,COM9,, 0.025, -0.085, -0.969, 0.122, -0.671, 0.305, 0.005, -0.038, -0.159, -342.608, -34.496, 45.668, 33.43,,,,,,,,,,,,
 21:12:39.409,COM9,, 0.022, -0.086, -0.969, 0.061, -0.610, 0.183, 0.005, -0.044, -0.143, -344.078, -36.064, 47.236, 33.42,,,,,,,,,,,,
 21:12:39.419,COM9,, 0.023, -0.087, -0.969, 0.000, -0.122, 0.122, 0.005, -0.044, -0.132, -344.274, -38.906, 40.866, 33.37,,,,,,,,,,,,
 21:12:39.430,COM9,, 0.025, -0.087, -0.969, 0.000, 0.000, 0.000, 0.005, -0.044, -0.126, -340.844, -39.788, 34.398, 33.42,,,,,,,,,,,,
 21:12:39.440,COM9,, 0.021, -0.086, -0.966, 0.000, 0.061, -0.122, 0.005, -0.038, -0.121, -339.962, -37.436, 38.514, 33.43,,,,,,,,,,,,
 21:12:39.450,COM9,, 0.023, -0.086, -0.968, 0.000, 0.122, 0.000, 0.005, -0.038, -0.115, -345.156, -38.906, 47.334, 33.43,,,,,,,,,,,,
 21:12:39.460,COM9,, 0.027, -0.088, -0.971, 0.000, 0.000, -0.122, 0.005, -0.038, -0.110, -344.764, -40.964, 54.880, 33.45,,,,,,,,,,,,
 21:12:39.469,COM9,, 0.023, -0.087, -0.968, 0.000, 0.061, -0.061, 0.005, -0.033, -0.110, -343.294, -41.258, 49.686, 33.47,,,,,,,,,,,,
 21:12:39.479,COM9,, 0.024, -0.086, -0.968, 0.061, 0.000, 0.061, 0.005, -0.033, -0.104, -346.822, -37.142, 44.394, 33.42,,,,,,,,,,,,
 21:12:39.489,COM9,, 0.029, -0.087, -0.970, 0.061, -0.183, 0.122, 0.005, -0.033, -0.093, -342.118, -33.712, 41.846, 33.39,,,,,,,,,,,,
 21:12:39.500,COM9,, 0.021, -0.086, -0.965, 0.000, -0.183, 0.122, 0.005, -0.027, -0.077, -344.764, -35.476, 39.396, 33.42,,,,,,,,,,,,
 21:12:39.510,COM9,, 0.022, -0.086, -0.967, 0.061, -0.183, 0.061, 0.005, -0.027, -0.066, -346.038, -42.336, 38.318, 33.42,,,,,,,,,,,,
 21:12:39.519,COM9,, 0.027, -0.088, -0.968, -0.061, -0.122, 0.000, 0.005, -0.033, -0.071, -338.688, -43.708, 38.122, 33.44,,,,,,,,,,,,
 21:12:39.529,COM9,, 0.021, -0.087, -0.968, -0.122, 0.000, -0.122, 0.005, -0.027, -0.077, -340.354, -44.198, 41.748, 33.41,,,,,,,,,,,,
 21:12:39.539,COM9,, 0.025, -0.087, -0.969, -0.061, -0.061, -0.122, 0.005, -0.033, -0.082, -343.784, -44.688, 45.668, 33.42,,,,,,,,,,,,
 21:12:39.549,COM9,, 0.028, -0.087, -0.969, -0.061, 0.000, -0.122, 0.005, -0.027, -0.093, -342.412, -45.962, 44.786, 33.44,,,,,,,,,,,,
 21:12:39.559,COM9,, 0.022, -0.087, -0.969, -0.061, 0.000, -0.244, 0.005, -0.027, -0.104, -339.374, -45.178, 43.708, 33.44,,,,,,,,,,,,
 21:12:39.569,COM9,, 0.026, -0.086, -0.968, 0.000, -0.061, -0.122, 0.005, -0.027, -0.110, -342.510, -40.866, 45.962, 33.45,,,,,,,,,,,,
 21:12:39.579,COM9,, 0.027, -0.085, -0.968, 0.000, 0.000, 0.000, 0.000, -0.027, -0.104, -340.746, -39.298, 54.292, 33.46,,,,,,,,,,,,
 21:12:39.589,COM9,, 0.025, -0.087, -0.969, 0.000, 0.000, 0.000, 0.000, -0.022, -0.104, -340.256, -42.042, 52.038, 33.46,,,,,,,,,,,,
 21:12:39.599,COM9,, 0.024, -0.086, -0.967, 0.000, 0.122, 0.122, 0.000, -0.016, -0.104, -344.666, -40.572, 45.962, 33.47,,,,,,,,,,,,
 21:12:39.609,COM9,, 0.021, -0.086, -0.969, 0.000, 0.000, 0.000, 0.000, -0.016, -0.104, -341.628, -40.670, 40.964, 33.41,,,,,,,,,,,,
 21:12:39.620,COM9,, 0.027, -0.086, -0.970, 0.000, -0.183, -0.061, 0.000, -0.016, -0.099, -340.452, -37.926, 41.258, 33.46,,,,,,,,,,,,
