时间,设备名称,片上时间(),加速度X(g),加速度Y(g),加速度Z(g),角速度X(°/s),角速度Y(°/s),角速度Z(°/s),角度X(°),角度Y(°),角度Z(°),磁场X(ʯt),磁场Y(ʯt),磁场Z(ʯt),温度(℃),气压(Pa),高度(m),经度(),纬度(),GPS地速(km),GPS航向(°),GPS高度(m),卫星数量(),位置定位精度(),水平定位精度(),垂直定位精度()
 21:10:04.072,COM9,, 0.010, -0.095, -0.968, 0.000, 0.000, 0.000, 0.022, 0.099, -0.055, -371.420, -24.990, 50.666, 31.36,,,,,,,,,,,,
 21:10:04.081,COM9,, 0.008, -0.093, -0.968, 0.000, 0.000, 0.000, 0.022, 0.104, -0.044, -370.636, -24.990, 47.726, 31.31,,,,,,,,,,,,
 21:10:04.092,COM9,, 0.010, -0.092, -0.966, 0.000, 0.000, 0.000, 0.022, 0.104, -0.033, -367.304, -28.910, 39.690, 31.32,,,,,,,,,,,,
 21:10:04.101,COM9,, 0.011, -0.094, -0.969, 0.000, 0.000, 0.000, 0.022, 0.104, -0.027, -358.778, -32.928, 36.554, 31.34,,,,,,,,,,,,
 21:10:04.111,COM9,, 0.007, -0.093, -0.967, 0.000, 0.000, 0.000, 0.016, 0.104, -0.033, -360.346, -34.496, 37.926, 31.35,,,,,,,,,,,,
 21:10:04.122,COM9,, 0.009, -0.093, -0.965, 0.000, 0.000, 0.000, 0.016, 0.104, -0.038, -366.912, -34.594, 47.432, 31.30,,,,,,,,,,,,
 21:10:04.132,COM9,, 0.012, -0.095, -0.968, 0.000, 0.000, 0.000, 0.016, 0.104, -0.044, -368.872, -35.672, 54.880, 31.31,,,,,,,,,,,,
 21:10:04.142,COM9,, 0.008, -0.094, -0.965, 0.000, 0.000, 0.000, 0.016, 0.104, -0.055, -367.304, -37.044, 51.548, 31.31,,,,,,,,,,,,
 21:10:04.151,COM9,, 0.009, -0.095, -0.969, 0.000, 0.000, 0.000, 0.016, 0.104, -0.060, -366.128, -36.848, 45.766, 31.33,,,,,,,,,,,,
 21:10:04.162,COM9,, 0.011, -0.095, -0.970, 0.000, 0.000, 0.000, 0.016, 0.099, -0.071, -359.170, -34.986, 43.904, 31.35,,,,,,,,,,,,
 21:10:04.171,COM9,, 0.008, -0.092, -0.966, 0.000, 0.000, 0.000, 0.016, 0.099, -0.077, -360.150, -33.810, 43.512, 31.36,,,,,,,,,,,,
 21:10:04.181,COM9,, 0.007, -0.096, -0.967, 0.000, 0.000, 0.000, 0.016, 0.099, -0.077, -366.030, -34.300, 45.080, 31.35,,,,,,,,,,,,
 21:10:04.192,COM9,, 0.007, -0.094, -0.967, 0.000, 0.000, 0.000, 0.016, 0.099, -0.082, -366.912, -32.144, 45.472, 31.31,,,,,,,,,,,,
 21:10:04.201,COM9,, 0.010, -0.094, -0.965, 0.000, 0.000, 0.000, 0.016, 0.099, -0.077, -366.128, -29.596, 53.312, 31.35,,,,,,,,,,,,
 21:10:04.211,COM9,, 0.015, -0.096, -0.969, 0.000, 0.000, 0.000, 0.016, 0.099, -0.077, -366.128, -33.908, 57.918, 31.33,,,,,,,,,,,,
 21:10:04.221,COM9,, 0.008, -0.095, -0.968, 0.000, 0.000, 0.000, 0.016, 0.099, -0.088, -364.462, -39.396, 51.156, 31.35,,,,,,,,,,,,
 21:10:04.231,COM9,, 0.009, -0.094, -0.967, 0.000, 0.000, 0.000, 0.016, 0.099, -0.104, -367.206, -37.632, 44.982, 31.41,,,,,,,,,,,,
 21:10:04.241,COM9,, 0.014, -0.096, -0.968, 0.000, 0.000, 0.000, 0.022, 0.099, -0.110, -367.206, -33.712, 43.610, 31.33,,,,,,,,,,,,
 21:10:04.250,COM9,, 0.008, -0.093, -0.964, 0.000, 0.000, 0.000, 0.022, 0.099, -0.110, -367.500, -33.418, 40.180, 31.35,,,,,,,,,,,,
 21:10:04.261,COM9,, 0.007, -0.095, -0.966, 0.000, 0.000, 0.000, 0.016, 0.099, -0.110, -367.696, -34.006, 37.142, 31.36,,,,,,,,,,,,
 21:10:04.320,COM9,, 0.012, -0.095, -0.968, 0.000, 0.000, 0.000, 0.022, 0.099, -0.110, -366.030, -31.948, 42.042, 31.35,,,,,,,,,,,,
 21:10:04.320,COM9,, 0.009, -0.093, -0.965, 0.000, 0.000, 0.000, 0.022, 0.099, -0.110, -362.306, -32.046, 55.370, 31.31,,,,,,,,,,,,
 21:10:04.321,COM9,, 0.011, -0.094, -0.966, 0.000, 0.000, 0.000, 0.022, 0.099, -0.115, -363.776, -37.142, 60.662, 31.34,,,,,,,,,,,,
 21:10:04.321,COM9,, 0.010, -0.095, -0.968, 0.000, 0.000, 0.000, 0.022, 0.099, -0.132, -366.716, -38.906, 55.174, 31.34,,,,,,,,,,,,
 21:10:04.321,COM9,, 0.008, -0.093, -0.967, 0.000, 0.000, 0.000, 0.022, 0.099, -0.137, -367.696, -34.888, 49.784, 31.35,,,,,,,,,,,,
 21:10:04.321,COM9,, 0.013, -0.096, -0.967, 0.000, 0.000, 0.000, 0.022, 0.099, -0.143, -365.050, -31.458, 48.804, 31.32,,,,,,,,,,,,
 21:10:04.330,COM9,, 0.009, -0.093, -0.967, 0.000, 0.000, 0.000, 0.022, 0.099, -0.137, -365.050, -30.870, 47.530, 31.33,,,,,,,,,,,,
 21:10:04.340,COM9,, 0.008, -0.095, -0.968, 0.000, 0.000, 0.000, 0.022, 0.099, -0.137, -367.696, -32.830, 47.922, 31.31,,,,,,,,,,,,
 21:10:04.350,COM9,, 0.013, -0.095, -0.969, 0.000, 0.000, 0.000, 0.022, 0.099, -0.137, -367.500, -31.948, 45.080, 31.34,,,,,,,,,,,,
 21:10:04.360,COM9,, 0.006, -0.093, -0.966, 0.000, 0.000, 0.000, 0.022, 0.099, -0.137, -365.638, -32.144, 43.316, 31.35,,,,,,,,,,,,
 21:10:04.370,COM9,, 0.008, -0.095, -0.964, 0.000, 0.000, 0.000, 0.022, 0.099, -0.137, -367.206, -34.986, 42.924, 31.28,,,,,,,,,,,,
 21:10:04.380,COM9,, 0.012, -0.094, -0.967, 0.000, 0.000, 0.000, 0.022, 0.099, -0.143, -369.656, -35.378, 41.356, 31.31,,,,,,,,,,,,
 21:10:04.390,COM9,, 0.006, -0.094, -0.967, 0.000, 0.000, 0.000, 0.022, 0.099, -0.143, -364.658, -35.476, 41.748, 31.35,,,,,,,,,,,,
 21:10:04.400,COM9,, 0.012, -0.095, -0.969, 0.000, 0.000, 0.000, 0.022, 0.099, -0.148, -363.972, -31.262, 45.766, 31.31,,,,,,,,,,,,
 21:10:04.410,COM9,, 0.012, -0.094, -0.969, 0.000, 0.000, 0.000, 0.022, 0.099, -0.143, -370.342, -27.440, 53.508, 31.35,,,,,,,,,,,,
 21:10:04.420,COM9,, 0.007, -0.094, -0.965, 0.000, 0.000, 0.000, 0.022, 0.099, -0.132, -372.106, -30.576, 57.820, 31.35,,,,,,,,,,,,
 21:10:04.430,COM9,, 0.010, -0.096, -0.965, 0.000, 0.000, 0.000, 0.022, 0.099, -0.132, -367.402, -31.458, 50.568, 31.35,,,,,,,,,,,,
 21:10:04.440,COM9,, 0.007, -0.094, -0.966, 0.000, 0.000, 0.000, 0.022, 0.099, -0.132, -364.658, -29.890, 45.472, 31.33,,,,,,,,,,,,
 21:10:04.450,COM9,, 0.008, -0.093, -0.965, 0.000, 0.000, 0.000, 0.022, 0.099, -0.126, -362.600, -29.792, 49.098, 31.34,,,,,,,,,,,,
 21:10:04.460,COM9,, 0.013, -0.095, -0.969, 0.000, 0.000, 0.000, 0.022, 0.099, -0.121, -363.972, -31.948, 46.942, 31.37,,,,,,,,,,,,
 21:10:04.470,COM9,, 0.007, -0.095, -0.970, 0.000, 0.000, 0.000, 0.022, 0.099, -0.126, -361.620, -34.790, 40.180, 31.34,,,,,,,,,,,,
 21:10:04.480,COM9,, 0.012, -0.094, -0.966, 0.000, 0.000, 0.000, 0.022, 0.099, -0.126, -364.364, -31.360, 36.652, 31.34,,,,,,,,,,,,
 21:10:04.490,COM9,, 0.013, -0.094, -0.967, 0.000, 0.000, 0.000, 0.022, 0.104, -0.121, -369.656, -28.714, 42.336, 31.32,,,,,,,,,,,,
 21:10:04.500,COM9,, 0.005, -0.094, -0.966, 0.000, 0.000, 0.000, 0.022, 0.104, -0.115, -369.558, -32.732, 45.276, 31.35,,,,,,,,,,,,
 21:10:04.510,COM9,, 0.009, -0.095, -0.967, 0.000, 0.000, 0.000, 0.022, 0.104, -0.115, -364.854, -33.124, 36.554, 31.32,,,,,,,,,,,,
 21:10:04.520,COM9,, 0.010, -0.094, -0.969, 0.000, 0.000, 0.000, 0.022, 0.104, -0.110, -367.010, -27.342, 35.378, 31.32,,,,,,,,,,,,
 21:10:04.530,COM9,, 0.009, -0.094, -0.966, 0.000, 0.000, 0.000, 0.022, 0.104, -0.099, -366.128, -26.656, 40.474, 31.35,,,,,,,,,,,,
 21:10:04.540,COM9,, 0.011, -0.095, -0.968, 0.000, 0.000, 0.000, 0.022, 0.104, -0.088, -365.050, -30.870, 38.612, 31.39,,,,,,,,,,,,
 21:10:04.550,COM9,, 0.007, -0.096, -0.969, 0.000, 0.000, 0.000, 0.022, 0.104, -0.088, -363.678, -32.732, 38.024, 31.33,,,,,,,,,,,,
 21:10:04.560,COM9,, 0.009, -0.094, -0.964, 0.000, 0.000, 0.000, 0.022, 0.104, -0.088, -366.716, -28.616, 45.080, 31.32,,,,,,,,,,,,
 21:10:04.570,COM9,, 0.012, -0.095, -0.965, 0.000, 0.000, 0.000, 0.022, 0.104, -0.077, -370.734, -25.382, 59.094, 31.38,,,,,,,,,,,,
 21:10:04.579,COM9,, 0.008, -0.094, -0.967, 0.000, 0.000, 0.000, 0.022, 0.110, -0.066, -371.812, -28.616, 61.544, 31.35,,,,,,,,,,,,
 21:10:04.590,COM9,, 0.009, -0.093, -0.967, 0.000, 0.000, 0.000, 0.022, 0.110, -0.066, -368.872, -30.478, 51.058, 31.33,,,,,,,,,,,,
 21:10:04.600,COM9,, 0.011, -0.095, -0.971, 0.061, 0.244, 0.000, 0.022, 0.110, -0.060, -368.088, -29.694, 42.434, 31.35,,,,,,,,,,,,
 21:10:04.610,COM9,, 0.008, -0.095, -0.967, -0.061, 0.000, -0.061, 0.022, 0.110, -0.060, -363.286, -33.222, 39.102, 31.30,,,,,,,,,,,,
 21:10:04.620,COM9,, 0.009, -0.094, -0.964, 0.061, 0.000, 0.000, 0.022, 0.110, -0.066, -360.444, -36.652, 38.220, 31.35,,,,,,,,,,,,
 21:10:04.629,COM9,, 0.010, -0.096, -0.968, 0.061, 0.061, 0.000, 0.022, 0.110, -0.071, -364.560, -37.142, 45.668, 31.33,,,,,,,,,,,,
 21:10:04.640,COM9,, 0.009, -0.093, -0.966, -0.122, 0.061, 0.000, 0.022, 0.110, -0.082, -368.382, -35.672, 53.900, 31.34,,,,,,,,,,,,
 21:10:04.650,COM9,, 0.011, -0.093, -0.968, -0.122, 0.061, 0.000, 0.016, 0.110, -0.088, -366.324, -34.300, 59.290, 31.32,,,,,,,,,,,,
 21:10:04.659,COM9,, 0.012, -0.095, -0.968, -0.061, 0.000, 0.000, 0.016, 0.110, -0.099, -366.226, -36.946, 58.800, 31.35,,,,,,,,,,,,
 21:10:04.669,COM9,, 0.009, -0.093, -0.965, -0.122, -0.122, -0.061, 0.016, 0.110, -0.110, -366.520, -37.436, 50.764, 31.35,,,,,,,,,,,,
 21:10:04.679,COM9,, 0.010, -0.095, -0.968, 0.000, -0.122, 0.000, 0.016, 0.110, -0.115, -363.972, -34.692, 42.238, 31.33,,,,,,,,,,,,
 21:10:04.689,COM9,, 0.007, -0.094, -0.967, -0.122, -0.244, 0.000, 0.016, 0.104, -0.115, -363.482, -30.086, 38.318, 31.37,,,,,,,,,,,,
 21:10:04.699,COM9,, 0.008, -0.092, -0.964, -0.061, -0.305, 0.000, 0.016, 0.104, -0.104, -367.892, -25.872, 42.630, 31.35,,,,,,,,,,,,
 21:10:04.709,COM9,, 0.010, -0.096, -0.968, 0.000, -0.183, 0.000, 0.016, 0.099, -0.099, -370.734, -30.380, 47.530, 31.29,,,,,,,,,,,,
 21:10:04.719,COM9,, 0.008, -0.095, -0.968, -0.061, -0.122, -0.061, 0.016, 0.099, -0.099, -367.598, -34.986, 43.610, 31.35,,,,,,,,,,,,
 21:10:04.729,COM9,, 0.009, -0.092, -0.966, 0.000, 0.000, -0.122, 0.016, 0.099, -0.104, -365.344, -34.398, 41.944, 31.33,,,,,,,,,,,,
 21:10:04.739,COM9,, 0.013, -0.096, -0.969, 0.000, 0.000, -0.061, 0.016, 0.099, -0.104, -368.774, -31.948, 45.668, 31.38,,,,,,,,,,,,
 21:10:04.749,COM9,, 0.007, -0.093, -0.965, -0.061, 0.061, -0.183, 0.011, 0.099, -0.104, -373.674, -32.144, 41.160, 31.32,,,,,,,,,,,,
 21:10:04.759,COM9,, 0.007, -0.093, -0.966, 0.000, 0.244, -0.183, 0.011, 0.099, -0.104, -368.186, -30.968, 32.732, 31.34,,,,,,,,,,,,
 21:10:04.769,COM9,, 0.013, -0.094, -0.967, -0.061, 0.366, -0.061, 0.011, 0.104, -0.093, -366.520, -25.186, 33.124, 31.35,,,,,,,,,,,,
 21:10:04.779,COM9,, 0.009, -0.092, -0.964, -0.122, 0.183, -0.183, 0.011, 0.110, -0.077, -367.990, -25.676, 43.904, 31.28,,,,,,,,,,,,
 21:10:04.789,COM9,, 0.009, -0.096, -0.969, 0.000, 0.244, -0.122, 0.011, 0.110, -0.077, -365.638, -33.712, 52.136, 31.29,,,,,,,,,,,,
 21:10:04.799,COM9,, 0.011, -0.096, -0.969, -0.061, 0.183, 0.000, 0.011, 0.115, -0.082, -361.816, -36.456, 48.608, 31.32,,,,,,,,,,,,
 21:10:04.809,COM9,, 0.009, -0.092, -0.965, -0.061, 0.061, 0.000, 0.011, 0.115, -0.088, -366.226, -32.144, 49.784, 31.35,,,,,,,,,,,,
 21:10:04.819,COM9,, 0.012, -0.095, -0.967, 0.000, 0.000, 0.000, 0.011, 0.115, -0.088, -369.362, -30.282, 54.684, 31.35,,,,,,,,,,,,
 21:10:04.829,COM9,, 0.009, -0.093, -0.967, -0.061, -0.061, 0.000, 0.011, 0.115, -0.088, -368.676, -33.124, 47.334, 31.32,,,,,,,,,,,,
 21:10:04.839,COM9,, 0.008, -0.094, -0.969, -0.061, -0.183, -0.061, 0.005, 0.115, -0.088, -361.424, -34.104, 38.514, 31.35,,,,,,,,,,,,
 21:10:04.849,COM9,, 0.014, -0.096, -0.969, -0.122, -0.305, 0.000, 0.005, 0.110, -0.088, -360.248, -30.282, 35.476, 31.37,,,,,,,,,,,,
 21:10:04.859,COM9,, 0.006, -0.093, -0.967, -0.122, -0.244, -0.122, 0.005, 0.110, -0.088, -367.794, -29.988, 38.710, 31.38,,,,,,,,,,,,
 21:10:04.869,COM9,, 0.006, -0.093, -0.967, 0.000, -0.183, -0.122, 0.005, 0.110, -0.082, -371.126, -34.496, 41.356, 31.36,,,,,,,,,,,,
 21:10:04.879,COM9,, 0.011, -0.094, -0.968, 0.000, 0.061, 0.000, 0.005, 0.104, -0.088, -366.128, -34.202, 39.984, 31.32,,,,,,,,,,,,
 21:10:04.889,COM9,, 0.007, -0.093, -0.966, 0.000, 0.183, 0.000, 0.005, 0.104, -0.088, -366.520, -32.928, 44.492, 31.39,,,,,,,,,,,,
 21:10:04.899,COM9,, 0.011, -0.095, -0.966, 0.000, 0.244, 0.000, 0.005, 0.104, -0.093, -366.520, -34.986, 51.254, 31.35,,,,,,,,,,,,
 21:10:04.909,COM9,, 0.013, -0.096, -0.968, 0.061, 0.366, 0.122, 0.005, 0.110, -0.099, -365.540, -36.848, 51.548, 31.37,,,,,,,,,,,,
 21:10:04.919,COM9,, 0.007, -0.094, -0.967, 0.000, 0.183, 0.000, 0.005, 0.115, -0.110, -364.462, -36.260, 50.470, 31.35,,,,,,,,,,,,
 21:10:04.929,COM9,, 0.012, -0.095, -0.967, 0.000, 0.122, 0.122, 0.005, 0.115, -0.115, -368.970, -31.752, 51.646, 31.35,,,,,,,,,,,,
 21:10:04.939,COM9,, 0.008, -0.095, -0.967, 0.061, -0.061, 0.061, 0.011, 0.115, -0.110, -369.558, -29.890, 56.448, 31.33,,,,,,,,,,,,
 21:10:04.949,COM9,, 0.008, -0.094, -0.964, 0.061, -0.183, -0.061, 0.011, 0.115, -0.110, -367.206, -32.144, 57.428, 31.33,,,,,,,,,,,,
 21:10:04.959,COM9,, 0.013, -0.097, -0.967, -0.061, -0.122, 0.061, 0.011, 0.110, -0.110, -364.756, -34.692, 51.940, 31.35,,,,,,,,,,,,
 21:10:04.969,COM9,, 0.007, -0.094, -0.968, 0.000, -0.061, 0.000, 0.011, 0.110, -0.121, -359.954, -38.514, 42.630, 31.36,,,,,,,,,,,,
 21:10:04.979,COM9,, 0.010, -0.092, -0.967, 0.000, 0.000, 0.000, 0.011, 0.110, -0.132, -363.188, -35.574, 40.278, 31.30,,,,,,,,,,,,
 21:10:04.989,COM9,, 0.013, -0.094, -0.967, 0.061, 0.061, 0.122, 0.011, 0.110, -0.132, -368.970, -32.830, 49.000, 31.35,,,,,,,,,,,,
 21:10:04.999,COM9,, 0.006, -0.095, -0.967, 0.061, 0.000, 0.000, 0.011, 0.110, -0.132, -370.930, -37.142, 52.430, 31.34,,,,,,,,,,,,
 21:10:05.008,COM9,, 0.010, -0.094, -0.965, 0.000, 0.000, 0.122, 0.011, 0.110, -0.143, -366.716, -39.788, 42.434, 31.36,,,,,,,,,,,,
 21:10:05.019,COM9,, 0.013, -0.095, -0.970, 0.061, -0.061, 0.183, 0.011, 0.104, -0.154, -365.050, -34.202, 39.690, 31.32,,,,,,,,,,,,
 21:10:05.029,COM9,, 0.010, -0.095, -0.968, -0.061, -0.122, 0.000, 0.011, 0.110, -0.148, -365.540, -31.458, 44.198, 31.35,,,,,,,,,,,,
 21:10:05.039,COM9,, 0.010, -0.094, -0.968, -0.061, -0.061, 0.000, 0.011, 0.110, -0.148, -365.050, -33.908, 42.336, 31.34,,,,,,,,,,,,
 21:10:05.049,COM9,, 0.009, -0.096, -0.969, 0.000, -0.061, -0.122, 0.011, 0.110, -0.154, -360.346, -34.398, 40.180, 31.32,,,,,,,,,,,,
 21:10:05.059,COM9,, 0.008, -0.093, -0.964, -0.061, 0.000, -0.183, 0.011, 0.104, -0.154, -364.266, -30.870, 43.806, 31.33,,,,,,,,,,,,
 21:10:05.068,COM9,, 0.010, -0.094, -0.966, 0.000, 0.122, 0.000, 0.011, 0.110, -0.154, -370.342, -29.400, 55.958, 31.32,,,,,,,,,,,,
 21:10:05.079,COM9,, 0.007, -0.095, -0.968, 0.000, 0.061, -0.061, 0.011, 0.110, -0.148, -371.322, -33.712, 62.132, 31.35,,,,,,,,,,,,
 21:10:05.089,COM9,, 0.011, -0.093, -0.966, -0.061, 0.122, 0.000, 0.011, 0.110, -0.154, -369.264, -32.634, 58.212, 31.34,,,,,,,,,,,,
 21:10:05.098,COM9,, 0.014, -0.094, -0.969, -0.061, 0.183, 0.000, 0.011, 0.110, -0.154, -368.774, -28.910, 55.174, 31.34,,,,,,,,,,,,
 21:10:05.109,COM9,, 0.008, -0.093, -0.970, -0.183, 0.000, -0.061, 0.005, 0.115, -0.148, -368.480, -32.634, 49.686, 31.35,,,,,,,,,,,,
 21:10:05.118,COM9,, 0.010, -0.093, -0.966, -0.122, -0.061, -0.061, 0.005, 0.115, -0.154, -368.284, -36.162, 38.318, 31.34,,,,,,,,,,,,
 21:10:05.129,COM9,, 0.012, -0.095, -0.968, 0.000, -0.122, 0.000, 0.005, 0.110, -0.159, -363.188, -34.692, 34.496, 31.40,,,,,,,,,,,,
 21:10:05.139,COM9,, 0.008, -0.095, -0.964, -0.061, -0.244, -0.183, 0.005, 0.110, -0.159, -358.288, -33.614, 40.082, 31.35,,,,,,,,,,,,
 21:10:05.148,COM9,, 0.010, -0.093, -0.965, -0.061, 0.000, -0.122, 0.005, 0.110, -0.165, -361.620, -34.202, 44.394, 31.37,,,,,,,,,,,,
 21:10:05.159,COM9,, 0.010, -0.095, -0.970, -0.061, 0.122, -0.122, 0.005, 0.110, -0.170, -363.286, -33.810, 47.922, 31.37,,,,,,,,,,,,
 21:10:05.168,COM9,, 0.010, -0.094, -0.968, -0.122, 0.122, -0.183, 0.005, 0.110, -0.170, -365.736, -31.360, 49.000, 31.35,,,,,,,,,,,,
 21:10:05.179,COM9,, 0.012, -0.094, -0.967, -0.122, 0.122, -0.061, 0.005, 0.110, -0.170, -368.382, -30.870, 53.802, 31.35,,,,,,,,,,,,
 21:10:05.189,COM9,, 0.009, -0.096, -0.969, -0.061, -0.061, -0.061, 0.005, 0.115, -0.170, -366.520, -33.320, 52.332, 31.32,,,,,,,,,,,,
 21:10:05.197,COM9,, 0.009, -0.094, -0.966, -0.122, -0.061, 0.000, 0.005, 0.115, -0.170, -363.874, -30.282, 43.904, 31.33,,,,,,,,,,,,
 21:10:05.208,COM9,, 0.011, -0.094, -0.968, 0.000, 0.000, 0.000, 0.000, 0.115, -0.159, -367.206, -24.892, 41.650, 31.30,,,,,,,,,,,,
 21:10:05.218,COM9,, 0.007, -0.094, -0.969, 0.000, 0.000, -0.061, 0.000, 0.115, -0.143, -367.010, -26.950, 40.866, 31.36,,,,,,,,,,,,
 21:10:05.228,COM9,, 0.009, -0.094, -0.967, 0.000, 0.061, -0.122, 0.000, 0.115, -0.137, -366.814, -30.478, 33.908, 31.38,,,,,,,,,,,,
 21:10:05.238,COM9,, 0.011, -0.096, -0.969, 0.000, 0.122, -0.061, 0.005, 0.115, -0.132, -363.286, -31.948, 29.694, 31.33,,,,,,,,,,,,
 21:10:05.248,COM9,, 0.007, -0.094, -0.967, 0.000, 0.000, -0.122, 0.005, 0.115, -0.132, -362.796, -30.576, 33.124, 31.32,,,,,,,,,,,,
 21:10:05.257,COM9,, 0.010, -0.094, -0.965, 0.000, 0.183, 0.000, 0.005, 0.121, -0.126, -370.832, -28.322, 39.298, 31.38,,,,,,,,,,,,
 21:10:05.268,COM9,, 0.010, -0.095, -0.969, 0.000, 0.183, 0.000, 0.005, 0.121, -0.115, -375.928, -29.106, 44.982, 31.36,,,,,,,,,,,,
 21:10:05.277,COM9,, 0.009, -0.094, -0.968, -0.061, 0.000, 0.000, 0.005, 0.121, -0.110, -373.184, -28.028, 47.530, 31.35,,,,,,,,,,,,
 21:10:05.287,COM9,, 0.010, -0.094, -0.966, 0.000, -0.122, 0.061, 0.005, 0.121, -0.099, -368.774, -28.812, 52.234, 31.37,,,,,,,,,,,,
 21:10:05.297,COM9,, 0.011, -0.096, -0.970, 0.000, -0.427, 0.061, 0.005, 0.121, -0.099, -363.874, -34.104, 54.978, 31.32,,,,,,,,,,,,
 21:10:05.307,COM9,, 0.009, -0.095, -0.966, -0.061, -0.305, 0.000, 0.005, 0.115, -0.104, -361.424, -36.946, 52.724, 31.35,,,,,,,,,,,,
 21:10:05.318,COM9,, 0.010, -0.095, -0.966, 0.000, -0.122, 0.000, 0.005, 0.115, -0.115, -366.912, -33.810, 54.390, 31.35,,,,,,,,,,,,
 21:10:05.327,COM9,, 0.009, -0.094, -0.966, 0.061, -0.061, 0.000, 0.005, 0.110, -0.115, -368.284, -32.634, 56.252, 31.34,,,,,,,,,,,,
 21:10:05.337,COM9,, 0.009, -0.094, -0.964, 0.000, 0.061, 0.000, 0.005, 0.110, -0.121, -366.814, -32.928, 51.744, 31.31,,,,,,,,,,,,
 21:10:05.347,COM9,, 0.011, -0.095, -0.970, 0.061, 0.244, 0.061, 0.005, 0.115, -0.121, -362.404, -34.104, 44.296, 31.35,,,,,,,,,,,,
 21:10:05.357,COM9,, 0.010, -0.094, -0.969, 0.000, 0.183, 0.122, 0.005, 0.115, -0.126, -361.032, -34.202, 38.220, 31.35,,,,,,,,,,,,
 21:10:05.367,COM9,, 0.009, -0.092, -0.966, 0.122, 0.183, 0.183, 0.005, 0.115, -0.121, -366.716, -31.752, 38.906, 31.35,,,,,,,,,,,,
 21:10:05.377,COM9,, 0.011, -0.096, -0.968, 0.122, 0.061, 0.122, 0.011, 0.121, -0.121, -372.204, -32.928, 43.218, 31.38,,,,,,,,,,,,
 21:10:05.387,COM9,, 0.006, -0.093, -0.967, 0.000, 0.000, 0.000, 0.011, 0.121, -0.121, -368.186, -33.418, 43.512, 31.36,,,,,,,,,,,,
 21:10:05.397,COM9,, 0.009, -0.093, -0.965, 0.122, -0.061, 0.061, 0.011, 0.121, -0.121, -365.540, -32.438, 46.060, 31.39,,,,,,,,,,,,
 21:10:05.407,COM9,, 0.010, -0.096, -0.968, 0.000, -0.183, 0.061, 0.011, 0.115, -0.121, -366.324, -34.986, 52.136, 31.33,,,,,,,,,,,,
 21:10:05.417,COM9,, 0.008, -0.096, -0.965, -0.061, -0.122, 0.000, 0.011, 0.115, -0.126, -366.814, -37.240, 52.626, 31.35,,,,,,,,,,,,
 21:10:05.427,COM9,, 0.011, -0.095, -0.967, 0.122, 0.061, -0.061, 0.011, 0.110, -0.137, -367.598, -35.868, 48.902, 31.38,,,,,,,,,,,,
 21:10:05.437,COM9,, 0.011, -0.095, -0.968, 0.000, 0.183, -0.061, 0.011, 0.110, -0.143, -367.402, -31.556, 45.766, 31.33,,,,,,,,,,,,
 21:10:05.447,COM9,, 0.009, -0.094, -0.964, 0.000, 0.183, -0.061, 0.016, 0.115, -0.132, -370.244, -26.166, 46.550, 31.35,,,,,,,,,,,,
